Episode,Reward,Mean Reward (last 100),Epsilon,Loss,Q-value
0,0,0.0,0.9,0.0,0.0
1,1,0.5,0.8999,0.0,0.0
2,0,0.3333333333333333,0.8998,0.0,0.0
3,1,0.5,0.8997,0.0,0.0
4,1,0.6,0.8996000000000001,0.027406427210995128,0.02541947358154825
5,0,0.5,0.8995000000000001,0.028102268697693944,0.08015400776639581
6,0,0.42857142857142855,0.8994,0.017844609417287365,0.11285662331751414
7,1,0.5,0.8993,0.013627299905887671,0.11349734770400184
8,0,0.4444444444444444,0.8992,0.01043936809790986,0.12342415537152972
9,1,0.5,0.8991,0.007387129080598243,0.11289770249277353
10,0,0.45454545454545453,0.899,0.0064161122510475775,0.10845884787184852
11,1,0.5,0.8989,0.00839668810034969,0.12076457164117269
12,1,0.5384615384615384,0.8988,0.007908894048471535,0.13138205664498465
13,0,0.5,0.8987,0.010289219241323215,0.1488310843706131
14,0,0.4666666666666667,0.8986000000000001,0.0031263251190206836,0.12747161835432053
15,1,0.5,0.8985000000000001,0.0013486177886079531,0.10570684168487787
16,1,0.5294117647058824,0.8984,0.008280245853321893,0.14113243775708334
17,0,0.5,0.8983,0.003043000602961651,0.1257734756384577
18,0,0.47368421052631576,0.8982,0.0037543847283814102,0.12294922024011612
19,0,0.45,0.8981,0.0034088146057911217,0.1363711314541953
20,1,0.47619047619047616,0.898,0.0015953566430003516,0.10520705687148231
21,0,0.45454545454545453,0.8979,0.009134235583977508,0.10604782615389143
22,1,0.4782608695652174,0.8978,0.00390286637204034,0.12227299490145274
23,1,0.5,0.8977,0.0036811132865425733,0.10727032806192126
24,0,0.48,0.8976000000000001,0.0016784262510814837,0.106362627020904
25,0,0.46153846153846156,0.8975000000000001,0.003291999738264297,0.11827043018170766
26,1,0.48148148148148145,0.8974,0.00523960605330233,0.12464082028184618
27,1,0.5,0.8973,0.004260739427991211,0.13235785492828914
28,0,0.4827586206896552,0.8972,0.0022453423090545194,0.11714670807123184
29,1,0.5,0.8971,0.004343935662680971,0.12285159421818596
30,0,0.4838709677419355,0.897,0.0037303695072686033,0.12982619128056935
31,1,0.5,0.8969,0.0040849470367122975,0.12298169838530677
32,0,0.48484848484848486,0.8968,0.003553803156440457,0.14533853696452248
33,1,0.5,0.8967,0.005052293243352324,0.10954925278201699
34,1,0.5142857142857142,0.8966000000000001,0.005406059424525925,0.12223017535039357
35,0,0.5,0.8965000000000001,0.004934444208629429,0.16270542038338526
36,0,0.4864864864864865,0.8964,0.001842874734263335,0.1363886616059712
37,0,0.47368421052631576,0.8963,0.002835588679382844,0.12486591935157776
38,1,0.48717948717948717,0.8962,0.0015106073406059295,0.12677325122058392
39,0,0.475,0.8961,0.001216849843331147,0.09503688989207149
40,0,0.4634146341463415,0.896,0.0035881660514860414,0.11696105264127254
41,0,0.4523809523809524,0.8959,0.002808297223444762,0.10782879484551293
42,0,0.4418604651162791,0.8958,0.0012060711908686375,0.09724044320838791
43,1,0.45454545454545453,0.8957,0.0020913440312142484,0.11819406971335411
44,0,0.4444444444444444,0.8956000000000001,0.0037102217652968,0.10121160000562668
45,0,0.43478260869565216,0.8955000000000001,0.0015691991596083557,0.08379666454025678
46,1,0.44680851063829785,0.8954,0.001400735553553594,0.11196183732577733
47,0,0.4375,0.8953,0.0032245597831206396,0.12183118797838688
48,1,0.4489795918367347,0.8952,0.005053759510961494,0.10355118874992643
49,0,0.44,0.8951,0.0028475234867073596,0.10544613695570401
50,0,0.43137254901960786,0.895,0.0037585383231219438,0.11844607549054283
51,0,0.4230769230769231,0.8949,0.0009853824948160245,0.09608349629810878
52,0,0.41509433962264153,0.8948,0.002498875714081805,0.10349579900503159
53,0,0.4074074074074074,0.8947,0.0014624760245039528,0.12332163006067276
54,0,0.4,0.8946000000000001,0.0008801892566095505,0.09605833675180163
55,0,0.39285714285714285,0.8945000000000001,0.0009516783279000915,0.11177728644439153
56,1,0.40350877192982454,0.8944,0.0025476427773745464,0.1183131571326937
57,0,0.39655172413793105,0.8943,0.0026517087327582495,0.11897017061710358
58,1,0.4067796610169492,0.8942,0.001994834206665733,0.11453362235001155
59,0,0.4,0.8941,0.001692016128799878,0.09382584877312183
60,0,0.39344262295081966,0.894,0.002582177145606173,0.13893751055002213
61,1,0.4032258064516129,0.8939,0.0008558053897494185,0.09495795943907329
62,0,0.3968253968253968,0.8938,0.001295060491732632,0.08981123235490587
63,1,0.40625,0.8937,0.0017150418924367322,0.0900828582899911
64,0,0.4,0.8936000000000001,0.0011945064927983498,0.10954876776252474
65,0,0.3939393939393939,0.8935000000000001,0.0009527815522492997,0.11349726415106229
66,1,0.40298507462686567,0.8934,0.004558588419968146,0.12047841586172581
67,0,0.39705882352941174,0.8933,0.00253749340273706,0.09783490693994931
68,0,0.391304347826087,0.8932,0.0024418046086793765,0.11861625500023365
69,1,0.4,0.8931,0.002516422842745669,0.09896891750395298
70,1,0.4084507042253521,0.893,0.0011024253659083375,0.10961683733122689
71,0,0.4027777777777778,0.8929,0.0004878510080743581,0.08416585837091718
72,1,0.410958904109589,0.8928,0.007844338164431974,0.1027503279703004
73,0,0.40540540540540543,0.8927,0.0032841391761654188,0.13885326151336944
74,0,0.4,0.8926000000000001,0.0014461695183334605,0.10775713409696307
75,1,0.40789473684210525,0.8925000000000001,0.0014532525965478271,0.08335860392877034
76,0,0.4025974025974026,0.8924,0.0011091583965026075,0.11925995163619518
77,1,0.41025641025641024,0.8923,0.0018260218857903965,0.10414473339915276
78,0,0.4050632911392405,0.8922,0.0015955312137521105,0.09474989771842957
79,1,0.4125,0.8921,0.002741221450768145,0.1201786037002291
80,0,0.4074074074074074,0.892,0.003678569865379749,0.11001008323260716
81,1,0.4146341463414634,0.8919,0.0035879780895941493,0.1001248647059713
82,0,0.40963855421686746,0.8918,0.0008292229140351992,0.08927233750000596
83,1,0.4166666666666667,0.8917,0.0015490208710876427,0.09999041099633489
84,1,0.4235294117647059,0.8916000000000001,0.005946600709908775,0.12348694034985133
85,0,0.4186046511627907,0.8915000000000001,0.00500060642038339,0.11061250737735204
