Episode,Epoch,Mean Episode Length,Entropy,Value Error,Gradient Norm,Clip Loss,Value Loss,Action Mean,Action Std
0,0,-51.0,5.262127876281738,0.4530407786369324,5.422662239590807,-0.11884790658950806,0.2265203893184662,-0.012297254987061024,0.2518802583217621
0,0,-51.0,5.262127876281738,0.3520148992538452,6.1324305485048445,-0.16103996336460114,0.1760074496269226,0.0026857005432248116,0.22441981732845306
0,0,-51.0,5.262127876281738,0.37562671303749084,6.304294206236489,-0.13627347350120544,0.18781335651874542,0.003831174224615097,0.21819333732128143
0,0,-51.0,5.262127876281738,0.42985808849334717,6.517810647319394,-0.006355151534080505,0.21492904424667358,0.010623849928379059,0.2033323496580124
0,0,-51.0,5.262127876281738,0.312150776386261,4.531589631321008,-0.21411500871181488,0.1560753881931305,0.003125167218968272,0.20520927011966705
0,0,-51.0,5.262127876281738,0.275526762008667,5.310138913300802,-0.18890993297100067,0.1377633810043335,0.006713418755680323,0.19340603053569794
0,0,-51.0,5.262127876281738,0.4213722348213196,4.3835999520283115,-0.1236831322312355,0.2106861174106598,0.013140923343598843,0.19149582087993622
0,1,-51.0,5.262127876281738,0.3485598862171173,4.119116263980248,-0.03594948723912239,0.17427994310855865,0.010129124857485294,0.18603873252868652
0,1,-51.0,5.262127876281738,0.2840974032878876,3.630810781972634,-0.01574741303920746,0.1420487016439438,0.008336766622960567,0.16963568329811096
0,1,-51.0,5.262127876281738,0.32303738594055176,3.659836726731867,-0.07445409893989563,0.16151869297027588,-0.0054564569145441055,0.18108297884464264
0,1,-51.0,5.262127876281738,0.34580719470977783,3.7975594327078914,0.10796751081943512,0.17290359735488892,0.010267059318721294,0.16670556366443634
0,1,-51.0,5.262127876281738,0.27105915546417236,4.571353512169151,-0.19088873267173767,0.13552957773208618,-0.007884613238275051,0.17639648914337158
0,1,-51.0,5.262127876281738,0.2298298478126526,3.6601342290873955,-0.09323786199092865,0.1149149239063263,-0.01018486637622118,0.16365352272987366
0,1,-51.0,5.262127876281738,0.3501426577568054,4.0201394202851,-0.0773499608039856,0.1750713288784027,-0.0037668184377253056,0.16444094479084015
0,2,-51.0,5.262127876281738,0.3093659281730652,3.5691478436055752,0.020934777334332466,0.1546829640865326,-0.005885432008653879,0.16057336330413818
0,2,-51.0,5.262127876281738,0.2542051076889038,3.0033185812393817,0.014754444360733032,0.1271025538444519,-0.006508887745440006,0.15091601014137268
